,Unnamed: 0,Review Content,cleanedReviews,sentiment_scores,sentiment_category,is_bad_review,nb_chars,nb_words
6663,6663,"  Amazon services is very bad delivery product is not propar working.Very bad product normal old tape type spekar no home thiyetar..No surrounding....No. Good bass cleyarity

",service bad delivery product propar working.very bad product normal old tape type spekar home thiyetar..no surrounding....no good bass cleyarity,-0.1,negative,1,144,19
6664,6664,"  No Doubt, It's a nice product..Sound is clear and powerful Bass.

",doubt nice product..sound clear powerful bass.,0.212,positive,0,46,6
6665,6665,"  My pincode is 680506 chavakkadProduct is also good. Iam check to same product (19/9/2017) today.  but not to deliver in my pincode in this product.

",pincode chavakkadproduct also good iam check product today deliver pincode product.,0.7,positive,0,83,11
6666,6666,"  It's awesome I am fully satisfied with the product... And thanks to Amazon for replacement of the product in a given short time...

",awesome fully satisfied product thanks replacement product give short time...,0.425,positive,0,77,10
6667,6667,"  Hi. I am Hemant Suthar i am Tech YoutuberI was confused to order speaker between philips and zebronics .  and finally i have ordered zebronics. and after using it i am fully satisfied.I compared it with philips speakers and found it's sound quality best due to wooden speakers Bluetooth feature is very useful and works well Perfect for home use and small parties I would give it 5 star due to perfect sound and best price  A value for money product.I've been using creative, Frontech, F&D . as it says, it's obviously for music lovers (which doesn't mean extreme bass lovers) . Unlike the other brands i have mentioned, this one combines both bass and treble, hence produces clear sound (other brands produce only bass, which you'll get bored of after hearing for long time) .  so at this price point there's no need of thinking twice as it combines quality, sound and style . If you still want more bass, connect only two speakers instead of four.Give it a thumbs up if it helped.

",hi hemant suthar tech youtuberi confuse order philips zebronics finally order zebronics use fully satisfied.i compare philip find sound quality best due wooden bluetooth feature useful work well perfect home use small party would give star due perfect sound best price value money product.i've use creative frontech f&d say obviously music lover mean extreme bass lover unlike brand mention one combine bass treble hence produce clear sound brand produce bass get bore hear long time price point there's need think twice combine quality sound style still want bass connect two instead four.give thumb helped.,0.205,positive,0,608,94
6668,6668,"  Very bad sound no effect at all waste of money

",bad sound effect waste money,-0.167,negative,1,28,5
6669,6669,"  Awesome home theater 📼 Sounds quality is amazing 👌🏻 Is price m ye home theater zabrdst h bt delivery 📦 is late 😒

",awesome home theater sound quality amazing 👌🏻 price ye home theater zabrdst bt delivery late 😒,0.425,positive,0,94,16
6670,6670,"  bas product. don't buy. poor quality. waste of money .

",ba product buy poor quality waste money,-0.3,negative,1,39,7
6671,6671,"  Overall okay. but bluetooth connectivity is not good, sound is average with the price of 2300. Design is good. woth at this price

",overall okay bluetooth connectivity good sound average price design good woth price,0.358,positive,0,83,12
6672,6672,"  The Zebronics BT4440RUCF 4.1 Channel Multimedia Speakers are one of the best in this price point and it really liked it. The bass is awesome and the highs, mids and the lows are great. In terms of connectivity it has really good options and if we talk about the bluetooth, they it can extend from one room to other. Really loved it in the way it performed.

",zebronics channel multimedia one best price point really liked bass awesome high mids low great term connectivity really good option talk bluetooth extend one room really loved way performed.,0.534,positive,0,191,29
6673,6673,"  Hello Guys,The item was delivered to me on my daughter's birthday on 2nd October 2019.. Thanks Amazon for such a quick delivery. I bought this product for Rs. 1999.  I feel myself lucky to buy this product before its price hike to Rs. 2699.Trust me guys,  it's paisa vasul item..  What a excellent sound quality..  I am really impressed..  Must buy product and strongly recommended,  go for it guys.

","hello guys,the item deliver daughter's birthday october thanks quick delivery buy product feel lucky buy product price hike guy paisa vasul item excellent sound quality really impressed must buy product strongly recommend go guys.",0.529,positive,0,230,34
6674,6674,"  I got this for 2400.. the bass is really good awesome.. like DJ.. if want to feel the bass play songs with 320 kbps bit rate... Low quality songs will lag.. FM is really good.. supports usb n microsd cards ... Best Bluetooth speaker in this range..and best thing i liked about this is the led above the woofer it changed colour that looks pretty awesome... written this review while listening to music on the same speakers

",get bass really good awesome like dj want feel bass play song kbps bit rate low quality song lag fm really good support usb microsd card best bluetooth range..and best thing like lead woofer change colour look pretty awesome write review listen music speakers,0.535,positive,0,259,44
6675,6675,"  Worth for 2200 .. don't expect better bass & soundWaiting for replacement

",worth expect good bass soundwaiting replacement,0.283,positive,0,47,6
6676,6676,"  1. Speakers are good for 12 feet X 15 feet size room.2. Bluetooth connectivity is ok and works in range of 5-6 meters.3. FM stores stations automatically after autoscan and works fine.4. Sound is clear.5. Bass is ok not too low or not too high.6. There is no button or option to increase or decrease bass.7. Remote works ok but in range of 10-12 feets8. Design and looks are great9. Cables are short10. Speakers are mentioned in wireless catagory because u csn connect bluetooth devices to them, satellite speakers are connected by cables only11. I received speakers with delay of 5 days by Amazon Courier services.

",good foot foot size bluetooth connectivity ok work range fm store station automatically autoscan work sound bass ok low button option increase decrease remote work ok range design look cable mention wireless catagory csn connect bluetooth device satellite connect cable receive delay day courier services.,0.294,positive,0,305,45
6677,6677,"  Best for single room or hall. Lots of options available in this best reasonable price

",best single room hall lot option available best reasonable price,0.506,positive,0,64,10
6678,6678,"  Absolutely bad.. got it delivered in one day.. it was a birthday gift for someone.. faulty product got delivered.. user manual was not inside the box.. back panel was giving current.. display was not appearing only blinking of colour lights worked.. don't buy this.. shameful amazon keeps such vendors...

",absolutely bad get delivered one day birthday gift someone faulty product get deliver user manual inside box back panel give current display appear blink colour light work buy shameful keep vendors...,-0.075,negative,1,200,31
6679,6679,"  the product is just value for money.....excellent sound,bass and output....love to have it..enjoying it. thanx amazon

","product value money.....excellent sound,bass output....love it..enjoying thanx",0.0,neutral,0,78,7
6680,6680,"  I m faceing problem with my zebronics 2.1 Bluetooth speaker what will I do please guide me

",face problem zebronics bluetooth please guide me,0.0,neutral,0,48,7
6681,6681,"  I got this product @850 on Amazon lightening deal !I only would like to say that at that price range product is awesome sound is clear but bass is average. Zebronics should work on that but overall its an awesome product !

",get product lightening deal would like say price range product awesome sound clear bass average zebronics work overall awesome product,0.314,positive,0,134,20
6682,6682,"  A very good speaker with 110% value for money with awesome sound quality.  It exceeded my expectations for the cost of Rs.2300 got during Great Indian Sale.  Go for it as it is a comprehensive product with Aux input, USB, card reader, FM radio and Blue tooth connectivity.  Excellent.  Since I purchased it recently I couldn't certify the durability.  On a whole I give 4.5 star rating. The only surtle minus is the slow response to the remote which reduced 0.5 star.

",good value money awesome sound quality exceed expectation cost get great indian sale go comprehensive product aux input usb card reader fm radio blue tooth connectivity excellent since purchase recently certify durability whole give star rating surtle minus slow response remote reduce star.,0.327,positive,0,291,43
6683,6683,"  Awesome product and suits very well to more devices I bought it for 850 #awesome deal with Amazon #thank you Amazon...... Super quality and super realibility

",awesome product suit well device buy awesome deal thank super quality super realibility,0.667,positive,0,87,13
6684,6684,"  Good product.pleasant listening of music.bt connecting is easy.comfortable portable size.Good for a 15×20 hall.But packing is bad.bad packing may spoil product inside the box.If mic provided, that will be great.in this budget fantastic product.if bass & treble adjust given that will be grt.at high volume speakers start shutter blutter glutter sound.  But better in this price range.customer care is poor. They again and again trouble customersany offers anounced are not fulfilled. For ex: 10%  cash back is not fulfilled.

",good product.pleasant listen music.bt connect easy.comfortable portable size.good hall.but pack bad.bad pack may spoil product inside box.if mic provide great.in budget fantastic product.if bass treble adjust give grt.at high volume start shutter blutter glutter sound well price range.customer care poor trouble customersany offer anounced fulfilled ex cash back fulfilled.,0.114,positive,0,374,49
6685,6685,"  Good product with decent sound quality. Good buy around 2000 rupees.Pros: Build quality is good. Remote & bluetooth are working fine. Nice led light.Cons: No manual control for bass and treble. Bass is low.

",good product decent sound quality good buy around rupees.pros build quality good remote bluetooth work fine nice lead light.cons manual control bass treble bass low.,0.298,positive,0,165,25
6686,6686,"  Its been 2 years..... I've connected to my tv on a large hall, still the bass is good enough for me, almost gives the theatrical effect while watching movies......go for it....... Best beast on this price range... No complaints yet

",year i've connect tv large hall still bass good enough almost give theatrical effect watch movies......go best beast price range complaint yet,0.209,positive,0,142,22
6687,6687,"  sound quality is very low

",sound quality low,0.2,positive,0,17,3
6688,6688,"  Speakers are good,  but FM connectivity is poor, the FM does not work at all ...The speakers are Made in China, instead of Made In India 🤬 and I'm very upset with the FM non connectivity.

",good fm connectivity poor fm work make china instead make india i'm upset fm non connectivity.,0.15,positive,0,94,16
6689,6689,"  Damage product

",damage product,0.0,neutral,0,14,2
6690,6690,"  Sound quality is really good tanks amazon &  universal mart

",sound quality really good tank universal mart,0.367,positive,0,45,7
6691,6691,"  am writing this review after a long time because i found it very use full to all the coustomers of amazonit is well perfectly desined and sound quality was very goodam already using it and t can be used for private parties alsoafter a long time i found a identical match of my view forZebronics BT4440RUCF 4.1 Channel Multimedia...

",write review long time find use full coustomers amazonit well perfectly desined sound quality goodam already use use private party alsoafter long time find identical match view forzebronics channel multimedia...,0.275,positive,0,211,30
6692,6692,"  1. Bass 5/102. If u love to listen music in higher volume.... Then it's not recommend3. In higher volume bass goes vanisBuuuut,At this Prize range this is the far best product,Sound quality is pretty good in lower or midrange volume,@my opinion if you have tight budget just go for it@@#Sorry for 1star rating becz i know someone who is going to purchase product... First he will Must read all negative comment First

","bass love listen music high volume high volume bass go vanisbuuuut,at prize range far best product,sound quality pretty good low midrange volume,@my opinion tight budget go it@@#sorry rating becz know someone go purchase product first must read negative comment first",0.185,positive,0,267,40
6693,6693,"  Volume, bass and terrible is very clear. Bluetooth is working properly. Very clear voice in such budget. Best for small room.

",volume bass terrible clear bluetooth work properly clear voice budget best small room.,-0.033,negative,1,86,13
6694,6694,"  Only i will say you won't regret buying this product. Very good sound quility. Build quality and finishing is also good. Bluetooth connectivity is excellent. Aux and usb connectivity is also good. Only problem i found is in fm mode. The antenna of this speaker are not able to catch fm range at list at my house. Some people are complaining about not having bass and treble control buttons but trust me guys you won't require this buttons in this speakers.

",say regret buying product good sound quility build quality finishing also good bluetooth connectivity excellent aux usb connectivity also good problem find fm mode antenna able catch fm range list house people complain bass treble control button trust guy require button speakers.,0.55,positive,0,280,42
6695,6695,"  Sound Quality is nice. Bass, Treble, Woofer box, Bluetooth, usb and memory support, FM radio, Led display, remote. For 850rs im not expecting more. Wonderful, Fully satisfied :) Thanks Amazon

",sound quality nice bass treble woofer box bluetooth usb memory support fm radio lead display remote im expect wonderful fully satisfied thanks,0.35,positive,0,142,22
6696,6696,"  Just after 3 weeks use, it developed a smack. Whenever you switch it on that noice is there. And that noice gives a headache.Giving it a two star because even with that smack the music quality is good.

",week use developed smack whenever switch noice noice give headache.giving two star even smack music quality good.,0.4,positive,0,113,17
6697,6697,"  i heat it

",heat it,0.0,neutral,0,7,2
6698,6698,"  Truck Truck daddy to my own life 😍 😍 😍 ❤ 😘 😍 😍 😍 😍 😍 ❤ 😘 😍 😍 😉 😊 😘 😚 😚 😙 😝 😝 😝 😝 😂 😂 💕 😍 😍 👌 👍 😍 😍 😉 😊 😍 😉 😍 😉 😉 😉 😋 😊 😊 😘 💋 💋 😘 😘 💖 💖 💗 💕 💕 💓 💞 💗 💞 💗 💕 💞 💗 ❤ 💕 😍 👌 👍 😍 👌 😍 👌 👏

",truck truck daddy life 👏,0.0,neutral,0,24,5
6699,6699,"  good speaker for the budget.sound is ok.But Bass is too high which make sound unbalanced and there is no control button for bass  you will need an equalizer on your phone to control bass. Bluetooth range is short so its better to use aux cable.If you are looking for 2.1 Bluetooth speakers then dont buy .Otherwise good speaker for the budget

",good budget.sound ok.but bass high make sound unbalanced control button bass need equalizer phone control bass bluetooth range short good use aux cable.if look bluetooth dont buy otherwise good budget,0.246,positive,0,200,30
6700,6700,"  Absolutely love this product was delivered ba day early as well .. the speakers are loud and are just the right size to fit anywhwere ❤️

",absolutely love product deliver ba day early well loud right size fit anywhwere ❤️,0.277,positive,0,82,14
6701,6701,"  Bought for 1699Good build qualityHappy with the sound clarity (in this price bracket)good connectivity with Bluetooth!Happy!!!!

",buy build qualityhappy sound clarity price bracket)good connectivity bluetooth!happy!!!!,0.977,positive,0,88,9
6702,6702,"  Nice 2.1 Bluetooth Speaker. Everybody praised hearing its sound clarity. I will purchase another speaker from them.Buy it, you will not be cheated.

",nice bluetooth everybody praise hear sound clarity purchase another them.buy cheated.,0.5,positive,0,85,11
6703,6703,"  It's lag some times or got dissconected while playing music with high volume in Bluetooth mode, sound quality is awesome, I didn't checked fm yet. In sub woofer front side me thoda sa dhila hai uska plastik wala right side Ka hilta hath se left side Ka thick hai

",lag time get dissconected playing music high volume bluetooth mode sound quality awesome check fm yet sub woofer front side thoda sa dhila hai uska plastik wala right side ka hilta hath se leave side ka thick hai,0.309,positive,0,212,38
6704,6704,"  Cant ask for more for the price its a great piece and ideal for an average hall size, great product

",cant ask price great piece ideal average hall size great product,0.588,positive,0,64,11
6705,6705,"  Wire is too small, voice is not louder, lower than 2.1. voice quality is also not upto mark. Sound like a normal speaker. Intex is better than this.

",wire small voice louder low voice quality also upto mark sound like normal intex well this.,0.075,positive,0,91,16
6706,6706,"   Best budget segment home theatre for this price,,good sound and bass... Quality good,,,, Bluetooth connectivity good... Remote also good response.

","best budget segment home theatre price,,good sound bass quality good bluetooth connectivity good remote also good response.",0.464,positive,0,123,17
6707,6707,"  Fair deal, better than market price,  five stars for this awesome product, definitely one should go for it. Thank You Amazon

",fair deal good market price five star awesome product definitely one go thank,0.6,positive,0,77,13
6708,6708,"  Hi friends i would like to share you about my view with this speakerIts Awesome yaarFirst I was also wondering that which speakers should I but by trusing amazon and its fast service I am satisfiedthank you Amazon for the great service you have given to me

",hi friend would like share view speakerits awesome yaarfirst also wonder trusing fast service satisfiedthank great service give me,0.667,positive,0,130,19
6709,6709,"  Awesome sound better then Envent speakerAfter receiving pathetic speaker of event I was so much disappointed but I got this speaker everything is awesome

",awesome sound well envent speakerafter receive pathetic event much disappointed get everything awesome,0.13,positive,0,102,13
6710,6710,"  cable very short.. only wooper bluetooth.. bass no support.. battery not available.. but product and others are very okif want better sound, buy more expensive one.

",cable short wooper bluetooth bass support battery available product others okif want good sound buy expensive one.,0.142,positive,0,114,17
6711,6711,"  Zebronics what to say about it, it is the best among all speakers after lessening his sound your mood change....bass it aslo quite good....i will suggest if want to buy anyohter speaker like intex so please donot waste your money buy this product it is best among all...at best price...

",zebronics say best among lessen sound mood change....bass aslo quite good....i suggest want buy anyohter like intex please donot waste money buy product best among all...at best price...,0.64,positive,0,186,28
6712,6712,"  My speaker is not turning on when connected to power source and why is that...it wil turn on like when it is kept connected to source for about 2 days etc...why like that ?

",turn connected power source that...it wil turn like kept connect source day etc...why like,0.0,neutral,0,90,14
6713,6713,"  Really it has good sound quality as well as the item Quality of the speakers with woofer. The product is very good to purchase @ this price and compared to other items this seems to be best for 2K

",really good sound quality well item quality woofer product good purchase price compare item seem best,0.7,positive,0,101,16
6714,6714,"  Looks wise nice..all modes working well..sound is quite good ..not veey satisfied with bass..no bass control buttons.. impressed with rgb lights,led display..good choice for this range bt expected more clear sound and bass control👌

","look wise nice..all mode work well..sound quite good veey satisfy bass..no bass control button impress rgb lights,led display..good choice range bt expect clear sound bass control👌",0.267,positive,0,180,26
6715,6715,"  bass is very poor. i returned this product. clarity of sound and connectivity are good though

",bass poor return product clarity sound connectivity good though,0.137,positive,0,63,9
6716,6716,"  Perfect Bluetooth connectivity. Easily connected to LED TV, mobile phones and laptops. Perfectly adjustable bass and treble. Clarity in sound is amazing. Bass booster is over the mark as compared to the prize. Indian product. Best in class. Go for it Thanks Amazon. Happy customer Satisfied customer.

",perfect bluetooth connectivity easily connect led tv mobile phone laptops perfectly adjustable bass treble clarity sound amazing bass booster mark compare prize indian product best class go thanks happy customer satisfy customer.,0.513,positive,0,229,32
6717,6717,"  This is first time that amazon broke my trust and i receive a defective product this time.Hopefull that amazon will look back to the matter and will never happens to me in future.

",first time break trust receive defective product time.hopefull look back matter never happen future.,0.083,positive,0,100,14
6718,6718,"  Firstly I said the woofer box is teared . The box is damaged and there are no bass control for this sound quality is very good plus volume control also very good also Bluetooth connectivity very fast but main problem is bass control are not our hand

",firstly say woofer box tear box damage bass control sound quality good plus volume control also good also bluetooth connectivity fast main problem bass control hand,0.265,positive,0,164,26
6719,6719,"  Good product for this price.sound quality and bluetooth connectivity is fine.whts missing is bass and treble control but if u are playing from a mobile it can be controlled through palyer app so for the price tag of 2450 its fullfills its purpose.

",good product price.sound quality bluetooth connectivity fine.whts miss bass treble control play mobile control palyer app price tag fullfills purpose.,0.275,positive,0,150,20
6720,6720,"  Woofers is not up to mark. But sound and woofers as compare with Price is good. But i m not satisfy with this Home theater. i want more bass. I faced Display not indicted properly thats why i return this item to amazon.

",woofer mark sound woofer compare price good satisfy home theater want bass face display indict properly thats return item amazon.,0.238,positive,0,129,20
6721,6721,"  Very Nice quality,Thanks Amazon, Zebronics such a wonderful productMe and my family fully happy this itemThanks...................................

","nice quality,thanks zebronics wonderful productme family fully happy itemthanks...................................",0.8,positive,0,114,9
6722,6722,"  Super bass quality super sound wood quality is very high good sound quality not bad iam satisfied this product but price is high 2500 is better than this product

",super bass quality super sound wood quality high good sound quality bad iam satisfy product price high good product,0.234,positive,0,115,19
6723,6723,"  Good but not long life product. Mechanical problem occurs. Remote is not work properly. Radio not working properly. Sound is good.

",good long life product mechanical problem occur remote work properly radio work properly sound good.,0.275,positive,0,100,15
6724,6724,"  Nice but fm no signalAnd bass control nahi heJishki baby ko bass pasand he wo na leKyunk ki bass thoda kam heSounds good

",nice fm signaland bass control nahi hejishki baby ko bass pasand wo na lekyunk ki bass thoda kam hesounds good,0.17,positive,0,110,20
6725,6725,"  the best multimedia speaker you can have for your home.....it had one of the best dound quality and coming to the durability it was good ...but not the best.....it is definitely very easy to use.....

",best multimedia home.....it one best dound quality come durability good best.....it definitely easy use.....,0.783,positive,0,108,14
6726,6726,"  Awsome Sound system , great sound quality , clear and loud , great purchase in the price of just 850 , looks is also nice.

",awsome sound system great sound quality clear loud great purchase price look also nice.,0.457,positive,0,87,14
6727,6727,"  I using this product from last 2 months. This is very good product. Sound quality is very good .Bass is also very good  But there is no option to change bass otherwise this product is very good .

",use product last month good product sound quality good bass also good option change bass otherwise product good,0.362,positive,0,111,18
6728,6728,"  Nice product volume very Laud 5 star  bass 3 star bluetooth.usb.memorycard and tv volume 5 star this price (2400) home theater very good

",nice product volume laud star bass star bluetooth.usb.memorycard tv volume star price home theater good,0.383,positive,0,103,15
6729,6729,"  Bass is not working properly. After using 3 -4 days the bass vibration getting very bad and rough. Please Amazon take action against it. I didnt except this kind of thing. I also play the sounds on its normal volume but then also this thing happened.

",bass work properly use day bass vibration get bad rough please take action didnt except kind thing also play sound normal volume also thing happened.,0.017,positive,0,149,25
6730,6730,"  Worth money

",worth money,0.3,positive,0,11,2
6731,6731,"  WORST PRODUCT DONT BUY.pls  take return this product.more vibration coming with in ten days.now return window closed

",bad product dont buy.pls take return product.more vibration come ten days.now return window closed,-0.267,negative,1,98,14
6732,6732,"  High quality products... Super amazing products sir... I so happy use this product... Sounds very clear. Totally m so happy for use this products

",high quality product super amazing product sir happy use product sound clear totally happy use products,0.456,positive,0,103,16
6733,6733,"  I had purchased Home theater zebronics first time. But product is not working.  I am not happy with Amazon.  I need refund instead of replacement.

",purchase home theater zebronics first time product work happy need refund instead replacement.,0.525,positive,0,94,13
6734,6734,"  Best home theatre in low budget.

",best home theatre low budget.,0.5,positive,0,29,5
6735,6735,"  Actually,  i am very disappointed of this order upon checking in the product specification they mention as that the four speaker""s are wireless speaker""s but they with very shot wire i cant able to set the speaker in side corner""s of my bed

","actually disappointed order upon check product specification mention four speaker""s wireless speaker""s shot wire cant able set side corner""s bed",-0.125,negative,1,144,20
6736,6736,"  Very good sound. And good finishing. Big sound I got it 1699 only at lighting deal.it work on Bluetooth but its range is only 7 metre

",good sound good finishing big sound get light deal.it work bluetooth range metre,0.433,positive,0,80,13
6737,6737,"  Compact for mini hall

",compact mini hall,0.0,neutral,0,17,3
6738,6738,"  It's is a good product. It's sound quality is very good and Bluetooth connectivity is also very good. It's has no bass and treble control but no need to control it because it's bass is too good.

",good product sound quality good bluetooth connectivity also good bass treble control need control bass good.,0.414,positive,0,108,16
6739,6739,"  i’am not satisfied with this product. Base Was very poor. This type of Sound system only @1900 to 2000/- enough. 2999 tooooooo Highhhhh🤦‍♂️🤦‍♂️🤦‍♂️

",i’am satisfy product base poor type sound system enough tooooooo highhhhh🤦‍♂️🤦‍♂️🤦‍♂️,-0.2,negative,1,85,11
6740,6740,"  Stopped working after 4-5 months. Called customer care multiple times. To no avail. They are not available remotely.  It's a hassle to carry such large speaker across town. Such quality is unexpected from zebronics. Highly DON'T recommend!

",stop work month call customer care multiple time avail available remotely hassle carry large across town quality unexpected zebronics highly recommend!,0.136,positive,0,151,21
6741,6741,"  I bought it before 3 -4 months ago but now woofer is not working. Led display not showing and woofer not working. When I tried to inform amazon no proper reply

",bought month ago woofer work lead display show woofer work tried inform proper reply,0.0,neutral,0,84,14
6742,6742,"  It is a very good speaker.But its bluetooth connectivity is not good.Its control from remote is nice.Sound quality also better.

",good speaker.but bluetooth connectivity good.its control remote nice.sound quality also better.,0.367,positive,0,95,11
6743,6743,"  I have bought this product in 1699.00 .It is value for money.Don't expect much but yes sound is very soothing when played from mobile or pc.Not very much impressive sound when connected from LED TV. But again its not bad as well.So go for it,if your range is below 2000.

","buy product value money.don't expect much yes sound soothe play mobile pc.not much impressive sound connect led tv bad well.so go it,if range",0.26,positive,0,141,23
6744,6744,"  Good product ... Good sound quality .. Easy to use ... Totally very good product ... ❤️😍. . .

",good product good sound quality easy use totally good product ❤️😍,0.587,positive,0,65,11
6745,6745,"  Can we attach 2 tv also

",attach tv also,0.0,neutral,0,14,3
6746,6746,"  I buy this speakers from local market and it gives very good sound.Good points in it:Sound :-----------1) At 1st I want to tell about it great sound. It provide you mind blowing sound quality.2) Slow song soung very sweet3) Rock song's sound is very strong4) It provide high quality and perfect bass.I set it four at corner of my room and it play like an DJ. So much sound therefore I need to down it's volume.Design:-----------5) It's gorgeous design make my room more beautiful.6) All of the speakers are design greatly7) It has a LED display which works normally.Support:-------------8) It support pen drive, Sd cards with card reader, Bluetooth, FM.Others:-----------9) It is not wear less10) Play song very fast when power on11) FM quality is fair12) Low price  Overall: If you search for a good speak within this price range you can buy this product. Because it provide meany facility in low price range and zebronics's quality is also good.  If this review is helpful for you please click on yes. Thank you.

",buy local market give good sound.good point it:sound want tell great sound provide mind blow sound slow song soung rock song's sound provide high quality perfect bass.i set four corner room play like dj much sound therefore need gorgeous design make room design lead display work support pen drive sd card card reader bluetooth wear play song fast power fm quality low price overall search good speak within price range buy product provide meany facility low price range zebronics's quality also good review helpful please click yes thank you.,0.368,positive,0,543,89
6747,6747,"  I jss lv this, this is a dmm gud home theater with blootooth feature n many nyc features which is provided in system,,,, overall great, in 2200 range

",lv dmm gud home theater blootooth feature many nyc feature provide system overall great range,0.433,positive,0,93,15
6748,6748,"  Very nice product.  The quality of bass is very very good and it's performance is very nice  I love this product  very good seller very nice product

",nice product quality bass good performance nice love product good seller nice product,0.507,positive,0,85,13
6749,6749,"  Pros:Sound quality is goodCons:Not worth the priceDoes not have bass adjustment optionThe FM antenna isn't capable of delivering any channelsEqualizer option on remote does not workSound level always resets to maximum

",pros:sound quality goodcons:not worth pricedoes bass adjustment optionthe fm antenna capable deliver channelsequalizer option remote worksound level always reset maximum,0.062,positive,0,169,20
6750,6750,"  Good bass and sound clarity is good for this price range. Material used is also good with a glossy finish.

",good bass sound clarity good price range material use also good glossy finish.,0.47,positive,0,78,13
6751,6751,"  I would like to suggest u not to buy this product. My total money is wasted .Sounds quality is nice but they mentioned 60w after adding four speakers but have 20w sounds with 4 speakers.

",would like suggest buy product total money waste sound quality nice mention add four sound speakers.,0.24,positive,0,100,16
6752,6752,"  This system is having a very good sound clearityBesides we have control on its every process but we can't increase or decrease its base.but that was not an any problem

",system good sound clearitybesides control every process can't increase decrease base.but problem,0.55,positive,0,96,12
6753,6753,"  I recommend it for a small room.The bass of this woofer is very very good.Try itThanksAmazon

",recommend small room.the bass woofer good.try itthanksamazon,-0.2,negative,1,60,7
6754,6754,"  Remote battery is no to the delivery box  please to in remote batteries to all  ok good s  q t

",remote battery delivery box please remote battery ok good t,0.25,positive,0,59,10
6755,6755,"  sound quality is so gd and bass quality is so nice . price is kightly high but all over it's best.

",sound quality gd bass quality nice price kightly high best.,0.402,positive,0,59,10
6756,6756,"  The sound clarity was perfect and there is an auto adjustment for Bass and Volume. The color changing effect is one more added advantage. The memory is also high. Thank you for Lightning Deal.

",sound clarity perfect auto adjustment bass volume color change effect one add advantage memory also high thank lightning deal.,0.352,positive,0,126,19
6757,6757,"  Sound is not good as expected

",sound good expected,0.333,positive,0,19,3
6758,6758,"  Overall good one ...but there is no base option. Sound quality is good....good one in this price under Rs 2500...

",overall good one base option sound quality good....good one price,0.075,positive,0,65,10
6759,6759,"  Its very very vary bad product....

",vary bad product....,-0.7,negative,1,20,3
6760,6760,"  Bought this product two year ago Enjoying it nicely best in class n range too

",buy product two year ago enjoy nicely best class range too,0.7,positive,0,58,11
6761,6761,"  Disappointed with performance...smoke came out while it was working..No timely support from Zebronics and  Amazon.

",disappointed performance...smoke come working..no timely support zebronics amazon.,-0.75,negative,1,82,8
6762,6762,"  Very nice product..best quality.. Nomally it is very  good.. But when u use music player like power rm with extra bass effect(full volume).. It's sounds not very well..bt normally it's very good for this price..

",nice product..best quality nomally good use music player like power rm extra bass effect(full volume sound well..bt normally good price..,0.375,positive,0,137,20
6763,6763,"  Every time i m switch on this HT we listen sound of dhuppppp..and same sound while switch off

",every time switch ht listen sound dhuppppp..and sound switch off,0.4,positive,0,64,10
6764,6764,"  Souund quality is adequate,volume control is good,blutooth concectivity is absolutely good and fine,but subwoofer and front head of subwoofer is open.

","souund quality adequate,volume control good,blutooth concectivity absolutely good fine,but subwoofer front head subwoofer open.",0.35,positive,0,127,14
6765,6765,"  Sound quality is very good...if 4 box can be arranged in proper order....easy to use..all the functions are very useful..

",sound quality good...if box arrange proper order....easy use..all function useful..,0.233,positive,0,83,10
6766,6766,"  After using it for some months i am reviewing..Good product for the price...Eveything works.. no defect..Just go for it..

",use month reviewing..good product price...eveything work defect..just go it..,0.0,neutral,0,77,9
6767,6767,"  Excellent product in this price..U get Bluetooth connectivity..USB port..Sd card support..Remote control..Gud sound quality wid automatic bass adjustable..

",excellent product price..u get bluetooth connectivity..usb port..sd card support..remote control..gud sound quality wid automatic bass adjustable..,0.417,positive,0,147,16
6768,6768,"  After the months ago my speaker are not working. Even i not using to much.Plz help with service center no

",month ago work even use much.plz help service center no,-0.1,negative,1,55,10
6769,6769,"  Nice product i bought 2100/-Now rate 2750/-Yadi rate 2100 ho jaye to or product lena chahunga.mere frnd biju bheya ne liya h ye product.

",nice product buy rate rate ho jaye product lena chahunga.mere frnd biju bheya ne liya ye product.,0.6,positive,0,97,17
6770,6770,"  Product is very good good good awesome sound quality everything is correct bt support and bass is very good but amazon's delivery is so late ifound it 15 days late before order very poor delivery service from amazon but product is awesome

",product good good good awesome sound quality everything correct bt support bass good amazon's delivery late ifound day late order poor delivery service product awesome,0.368,positive,0,167,25
6771,6771,"  It is simply superb...Awesome bass,volume,clearity,bluetooth range is good... Go for it guys...Thank you amazon

","simply superb...awesome bass,volume,clearity,bluetooth range good go guys...thank",0.35,positive,0,81,7
6772,6772,"  very good sound quality and also awesome bass quality......bass coltroller doesnot matter in zebronics BT4440RUF 4.1...........BT conectivity are also good......I AM VERY HAPPY TO BOUGHT THIS PRODUCT...........THANK YOU

",good sound quality also awesome bass quality......bass coltroller doesnot matter zebronics conectivity also good......i happy buy product...........thank you,0.55,positive,0,157,18
6773,6773,"  I received it yesterday and today I played it continuously for more then 4 hrs.I got everything fantastic. No adjustable bass but it's Ok with the given.I would recommend to buy it.Nothing better deal we can have in1999/-

",receive yesterday today play continuously hrs.i get everything fantastic adjustable bass ok given.i would recommend buy it.nothing well deal,0.25,positive,0,140,19
6774,6774,"  Good

",good,0.7,positive,0,4,1
